

A,42.492,-51.467,-12.649,
C,-32.919,-98.184,-3.063,
MW,-3.144,-56.686,-43.190,
E,6.231,-84.196,9.245,
D,-6.021,6.361,-1.412,
F,-0.210,77.835,-7.833,
E,0.000,-0.000,-0.000,
V,3.144,56.686,43.190,
P,-42.097,-59.473,-29.594,
Q,-3.090,0.225,-0.156,
W,42.043,2.562,-13.439,

N,0.000,575.200,354.821,0.917,
B,20.216,-1133.542,-406.184,
E,-21.161,534.572,50.891,
S,0.028,23.770,0.472,
B,-20.216,1133.542,406.184,
A,-130.804,-166.354,-87.403,
C,183.668,-1555.833,129.715,
MW,-32.648,588.644,-448.496,
E,21.161,-534.572,-50.891,
D,-22.667,-23.948,-5.316,
F,1.506,558.520,56.207,
E,0.000,0.000,-0.000,
V,32.648,-588.644,448.496,
P,-437.156,617.586,-307.319,
Q,-32.083,-2.339,-1.621,
W,436.591,-26.603,-139.556,

N,0.000,119.163,68.658,0.195,
B,6.005,-207.686,-59.292,
E,-6.195,84.686,-9.290,
S,-0.005,3.837,-0.076,
B,-6.005,207.686,59.292,
A,42.398,-51.347,-12.705,
C,-33.228,-99.277,-3.111,
MW,-3.165,-57.063,-43.477,
E,6.195,-84.686,9.290,
D,-5.984,6.322,-1.403,
F,-0.211,78.363,-7.886,
E,0.000,-0.000,-0.000,
V,3.165,57.063,43.477,
P,-42.378,-59.869,-29.791,
Q,-3.110,0.227,-0.157,
W,42.323,2.579,-13.528,

N,0.000,640.392,414.779,209.875,
B,-84.643,-1219.164,-462.159,
E,-125.153,646.240,48.720,
S,-0.080,-67.468,-1.340,
B,84.643,1219.164,462.159,
A,-223.777,-281.036,-92.786,
C,175.979,-1602.432,136.769,
MW,-36.844,664.304,-506.142,
E,125.153,-646.240,-48.720,
D,-127.258,-134.451,-29.846,
F,2.105,780.691,78.566,
E,0.000,0.000,-0.000,
V,36.844,-664.304,506.142,
P,-493.344,696.966,-346.820,
Q,-36.206,-2.639,-1.829,
W,492.707,-30.022,-157.493,

N,0.000,197.145,118.877,66.452,
B,-24.063,-357.351,-100.269,
E,-42.347,124.107,-17.891,
S,-0.043,36.099,-0.717,
B,24.063,357.351,100.269,
A,45.295,-54.491,-19.377,
C,-64.032,-206.835,-7.729,
MW,-5.326,-96.025,-73.162,
E,42.347,-124.107,17.891,
D,-42.132,44.513,-9.881,
F,-0.215,79.594,-8.010,
E,0.000,-0.000,-0.000,
V,5.326,96.025,73.162,
P,-71.312,-100.746,-50.132,
Q,-5.234,0.381,-0.264,
W,71.220,4.340,-22.765,

N,0.000,625.064,460.003,455.893,
B,-209.113,-1144.494,-494.749,
E,-246.569,697.911,38.292,
S,-0.211,-178.481,-3.545,
B,209.113,1144.494,494.749,
A,-308.940,-385.723,-91.941,
C,138.580,-1457.494,129.558,
MW,-38.753,698.723,-532.366,
E,246.569,-697.911,-38.292,
D,-249.161,-263.245,-58.436,
F,2.592,961.156,96.727,
E,0.000,0.000,-0.000,
V,38.753,-698.723,532.366,
P,-518.906,733.077,-364.789,
Q,-38.082,-2.776,-1.924,
W,518.235,-31.578,-165.653,

N,0.000,266.893,183.556,200.009,
B,-88.141,-504.016,-153.309,
E,-111.752,138.868,-28.295,
S,-0.116,98.256,-1.952,
B,88.141,504.016,153.309,
A,21.470,-24.744,-26.499,
C,-101.286,-329.176,-12.450,
MW,-8.325,-150.097,-114.361,
E,111.752,-138.868,28.295,
D,-111.696,118.009,-26.196,
F,-0.056,20.858,-2.099,
E,0.000,-0.000,-0.000,
V,8.325,150.097,114.361,
P,-111.469,-157.476,-78.362,
Q,-8.181,0.596,-0.413,
W,111.325,6.783,-35.585,

N,0.000,506.066,484.540,697.401,
B,-331.806,-874.782,-497.997,
E,-365.252,660.153,19.246,
S,-0.344,-291.437,-5.789,
B,331.806,874.782,497.997,
A,-364.158,-453.192,-84.908,
C,70.170,-1103.456,106.434,
MW,-37.818,681.865,-519.522,
E,365.252,-660.153,-19.246,
D,-368.080,-388.886,-86.326,
F,2.829,1049.039,105.571,
E,0.000,0.000,-0.000,
V,37.818,-681.865,519.522,
P,-506.386,715.390,-355.988,
Q,-37.163,-2.709,-1.878,
W,505.732,-30.816,-161.656,

N,0.000,290.490,263.279,409.372,
B,-190.956,-579.213,-221.772,
E,-218.190,95.975,-37.678,
S,-0.227,192.749,-3.828,
B,190.956,579.213,221.772,
A,-43.423,55.571,-34.529,
C,-134.847,-406.066,-12.979,
MW,-12.685,-228.719,-174.264,
E,218.190,-95.975,37.678,
D,-218.553,230.907,-51.257,
F,0.364,-134.932,13.579,
E,0.000,-0.000,-0.000,
V,12.685,228.719,174.264,
P,-169.858,-239.964,-119.409,
Q,-12.466,0.909,-0.630,
W,169.638,10.337,-54.225,

N,0.000,279.162,479.625,860.690,
B,-414.997,-416.955,-466.225,
E,-445.252,511.148,-5.984,
S,-0.441,-373.355,-7.416,
B,414.997,416.955,466.225,
A,-360.799,-448.302,-72.816,
C,-20.517,-575.920,69.275,
MW,-33.681,607.267,-462.685,
E,445.252,-511.148,5.984,
D,-447.907,-473.224,-105.048,
F,2.654,984.373,99.064,
E,0.000,0.000,-0.000,
V,33.681,-607.267,462.685,
P,-450.986,637.124,-317.042,
Q,-33.098,-2.413,-1.672,
W,450.403,-27.445,-143.971,

N,0.000,212.549,353.843,663.912,
B,-317.393,-474.284,-307.520,
E,-346.160,-42.053,-40.289,
S,-0.358,303.788,-6.034,
B,317.393,474.284,307.520,
A,-154.341,192.632,-44.860,
C,-144.051,-324.324,-1.636,
MW,-19.001,-342.591,-261.025,
E,346.160,42.053,40.289,
D,-347.263,366.892,-81.444,
F,1.103,-408.945,41.155,
E,0.000,-0.000,-0.000,
V,19.001,342.591,261.025,
P,-254.425,-359.435,-178.860,
Q,-18.672,1.361,-0.943,
W,254.096,15.483,-81.221,

N,0.000,0.000,440.521,863.128,
B,-416.577,108.334,-403.266,
E,-446.097,276.677,-29.607,
S,-0.454,-385.010,-7.647,
B,416.577,-108.334,403.266,
A,-283.961,-352.945,-59.137,
C,-105.495,-27.707,28.435,
MW,-27.121,488.985,-372.564,
E,446.097,-276.677,29.607,
D,-448.119,-473.449,-105.097,
F,2.023,750.126,75.490,
E,0.000,0.000,-0.000,
V,27.121,-488.985,372.564,
P,-363.144,513.027,-255.289,
Q,-26.651,-1.943,-1.347,
W,362.675,-22.099,-115.928,

N,0.000,105.078,440.521,863.128,
B,-415.618,-303.031,-394.464,
E,-447.051,-190.901,-38.333,
S,-0.459,388.854,-7.724,
B,415.618,303.031,394.464,
A,-253.087,314.853,-57.219,
C,-136.848,-154.814,15.573,
MW,-25.683,-463.070,-352.819,
E,447.051,190.901,38.333,
D,-448.844,474.215,-105.267,
F,1.794,-665.116,66.935,
E,0.000,-0.000,-0.000,
V,25.683,463.070,352.819,
P,-343.898,-485.838,-241.759,
Q,-25.239,1.840,-1.275,
W,343.454,20.928,-109.784,

